"PointID","x","y","Pressure","Velocity_x","Velocity_y","Enthalpy","Turb_Kin_Energy","Omega","Species_0","Species_1"
1328, 4.543117918309760e-02, 1.742618778930385e-02, 2.627766217369945e+00, 6.795665799344991e-04, 2.561948796081848e-02, 3.014109000000000e+05, 3.258691848286016e-06, 8.122367380540538e+03, 5.734491818600408e-01, 1.303871523563325e-01
1329, 4.565376817936287e-02, 1.742618778931640e-02, 2.627381536350417e+00, 1.971546464361635e-03, 2.736833778949194e-02, 3.014109000000000e+05, 1.395938830728055e-05, 3.433583803309483e+03, 5.738152769398648e-01, 1.287448009271534e-01
1330, 4.593027877977782e-02, 1.742618778933199e-02, 2.626798766949371e+00, 5.357500850885925e-03, 1.866216906713098e-02, 3.014109000000000e+05, 4.777670419414630e-05, 1.711791899466926e+03, 5.745169660758916e-01, 1.257717745787195e-01
1331, 4.627075502212463e-02, 1.742618778935118e-02, 2.626238931625153e+00, 1.350773082816936e-02, -1.012391503245504e-02, 3.014109000000000e+05, 1.441249081292432e-04, 1.058310544069293e+03, 5.757818153231861e-01, 1.207810511779102e-01
1332, 4.668546732231413e-02, 1.742618778937455e-02, 2.626735551075055e+00, 3.129023704963727e-02, -7.454585442851609e-02, 3.014109000000000e+05, 4.000024396536870e-04, 8.981827319124948e+02, 5.778988964556080e-01, 1.130752845646926e-01
1333, 4.718397379352847e-02, 1.742618778940266e-02, 2.629706620669077e+00, 6.569917901143940e-02, -1.917321759659579e-01, 3.014109000000000e+05, 9.511086481551172e-04, 9.510271573129781e+02, 5.810939803987119e-01, 1.021581730082851e-01
1334, 4.777377890011615e-02, 1.742618778943592e-02, 2.633367088806160e+00, 1.226949015116083e-01, -3.657036946713315e-01, 3.014109000000000e+05, 1.751408823556148e-03, 9.696057231890319e+02, 5.851676701660633e-01, 8.820018214903434e-02
1335, 4.845865296751473e-02, 1.742618778947452e-02, 2.630275248033799e+00, 2.010803285379206e-01, -5.740454048322934e-01, 3.014109000000000e+05, 2.502253522141180e-03, 8.542205392410481e+02, 5.892648211430099e-01, 7.237901974636794e-02
1336, 4.923683328541595e-02, 1.742618778951838e-02, 2.610934676717552e+00, 2.891393311030918e-01, -7.760650457423102e-01, 3.014109000000000e+05, 3.008231384922918e-03, 6.599921093198708e+02, 5.923516427308038e-01, 5.658886050915475e-02
1337, 5.009950913791457e-02, 1.742618778956702e-02, 2.570556969780763e+00, 3.696486626528304e-01, -9.380791470867519e-01, 3.014109000000000e+05, 3.374573189185337e-03, 4.591188443659140e+02, 5.940981536237714e-01, 4.254569004541098e-02
1338, 5.103011681556668e-02, 1.742618778961948e-02, 2.511080940823764e+00, 4.300211499805779e-01, -1.051924713098417e+00, 3.014109000000000e+05, 3.855171680245666e-03, 2.986147810923001e+02, 5.950478488965604e-01, 3.111803641340391e-02
1339, 5.200492176990017e-02, 1.742618778967443e-02, 2.436637135063098e+00, 4.679111136896338e-01, -1.132088330978689e+00, 3.014109000000000e+05, 4.725514853436514e-03, 1.912194443550146e+02, 5.958937490493947e-01, 2.237404174285762e-02
1340, 5.299507823015762e-02, 1.742618778973026e-02, 2.348884938558797e+00, 4.879041349684230e-01, -1.198776112459683e+00, 3.014108999999998e+05, 6.081843447009924e-03, 1.293930055263145e+02, 5.968423331889525e-01, 1.597316275622543e-02
1341, 5.396988318448454e-02, 1.742618778978521e-02, 2.249142067697470e+00, 4.949406499845223e-01, -1.265197044765702e+00, 3.014108999999998e+05, 6.962128336691356e-03, 9.855741680528494e+01, 5.977264027451359e-01, 1.142361450646289e-02
1342, 5.490049086212914e-02, 1.742618778983767e-02, 2.141127825419063e+00, 4.910486687209908e-01, -1.336086180349047e+00, 3.014108999999999e+05, 7.298634772919950e-03, 8.753276709701890e+01, 5.983789491292093e-01, 8.223161669729523e-03
1343, 5.576316671461993e-02, 1.742618778988630e-02, 2.030234597972305e+00, 4.761289536294726e-01, -1.410956606597398e+00, 3.014108999999998e+05, 7.436339030648906e-03, 8.988850296667773e+01, 5.987475966730966e-01, 5.978871179800759e-03
1344, 5.654134703251359e-02, 1.742618778993017e-02, 1.922768093613435e+00, 4.497431487632089e-01, -1.486889729335356e+00, 3.014109000000000e+05, 7.448907715618373e-03, 1.044064825169478e+02, 5.988564390986725e-01, 4.414250103347670e-03
1345, 5.722622109990530e-02, 1.742618778996877e-02, 1.825138013711729e+00, 4.123375147867047e-01, -1.559562834062384e+00, 3.014109000000000e+05, 7.206448608293246e-03, 1.357272627531437e+02, 5.987455446954210e-01, 3.337717965419848e-03
1346, 5.781602620648713e-02, 1.742618779000202e-02, 1.742537039211866e+00, 3.654989728737545e-01, -1.622421819274574e+00, 3.014109000000000e+05, 6.355394858595237e-03, 1.982542113338059e+02, 5.984388895753847e-01, 2.614709693147444e-03
1347, 5.831453267769703e-02, 1.742618779003013e-02, 1.676972698624889e+00, 3.114956641154031e-01, -1.665096020000499e+00, 3.014108999999999e+05, 4.707424152555587e-03, 3.247925587342870e+02, 5.979581473537465e-01, 2.149012050452992e-03
1348, 5.872924497788330e-02, 1.742618779005350e-02, 1.628360846636660e+00, 2.530418199602708e-01, -1.674542053064053e+00, 3.014109000000000e+05, 3.213009973095475e-03, 5.854654494519643e+02, 5.973844396630684e-01, 1.868731320472292e-03
1349, 5.906972122022763e-02, 1.742618779007270e-02, 1.595658061110793e+00, 1.932323963852891e-01, -1.638748162383482e+00, 3.014108999999999e+05, 2.082923684140074e-03, 1.169126734460657e+03, 5.968455993235803e-01, 1.715380768756519e-03
1350, 5.934623182064052e-02, 1.742618779008829e-02, 1.576040688817306e+00, 1.353915998674745e-01, -1.545419451683013e+00, 3.014109000000000e+05, 1.179476300269524e-03, 2.693516642885942e+03, 5.964400859666577e-01, 1.642204056832684e-03
1351, 5.956882081690437e-02, 1.742618779010083e-02, 1.564292937471426e+00, 8.258806438802588e-02, -1.371657816459939e+00, 3.014109000000000e+05, 4.916399348662183e-04, 7.257527658542855e+03, 5.962083056790300e-01, 1.614826072061266e-03
1352, 5.974673368005792e-02, 1.742618779011087e-02, 1.561845655549021e+00, 3.898995344902339e-02, -1.075280581367349e+00, 3.014109000000000e+05, 1.166901580620648e-04, 2.321504439478032e+04, 5.961886536418639e-01, 1.610028206237182e-03
1353, 5.988813090430056e-02, 1.742618779011883e-02, 1.557724666686796e+00, 7.179988609361670e-03, -6.157893413804100e-01, 3.014109000000000e+05, 1.025361560005158e-05, 1.022728939257349e+05, 5.962746927618894e-01, 1.612991073035756e-03
1354, 4.511186909569984e-02, 1.794291160193908e-02, 2.626908430160881e+00, 5.702129508756456e-05, 9.087873579618671e-03, 3.014109000000000e+05, 4.026020185233474e-08, 1.026431327077959e+05, 5.778235618047584e-01, 1.098547617219473e-01
1355, 4.525326631994311e-02, 1.794291160194923e-02, 2.626829391469555e+00, 3.599508842653023e-04, 1.753715529373701e-02, 3.014109000000000e+05, 5.475833035705784e-07, 2.390639408307600e+04, 5.778894822506030e-01, 1.095570314890241e-01
1356, 4.543117918309757e-02, 1.794291160196199e-02, 2.626654506001617e+00, 1.152573272173148e-03, 2.316961483345863e-02, 3.014109000000000e+05, 3.481778354635419e-06, 8.143039976289750e+03, 5.780509493881684e-01, 1.088434828407857e-01
1357, 4.565376817936283e-02, 1.794291160197797e-02, 2.626299632423661e+00, 3.077332922692838e-03, 2.238940798778037e-02, 3.014109000000000e+05, 1.499673102203404e-05, 3.465430693318907e+03, 5.783874727034645e-01, 1.074136080409899e-01
1358, 4.593027877977777e-02, 1.794291160199780e-02, 2.625776799662672e+00, 7.537023474205942e-03, 8.969552116537702e-03, 3.014109000000000e+05, 5.198838730095134e-05, 1.758727736516692e+03, 5.790338067256764e-01, 1.048196915222403e-01
1359, 4.627075502212454e-02, 1.794291160202223e-02, 2.625396753321930e+00, 1.735221810204695e-02, -2.784981375691438e-02, 3.014109000000000e+05, 1.600008334233149e-04, 1.124315563902915e+03, 5.802014646398352e-01, 1.004589042257863e-01
1360, 4.668546732231398e-02, 1.794291160205200e-02, 2.626243571819067e+00, 3.743333278807954e-02, -1.043269228037307e-01, 3.014109000000000e+05, 4.450391241654240e-04, 9.754319704304594e+02, 5.821459081867886e-01, 9.374228486377020e-02
1361, 4.718397379352827e-02, 1.794291160208776e-02, 2.629310521570174e+00, 7.428328926175758e-02, -2.360611055266740e-01, 3.014109000000000e+05, 1.027183346701125e-03, 1.011456877506910e+03, 5.850294357577804e-01, 8.426335520381364e-02
1362, 4.777377890011587e-02, 1.794291160213009e-02, 2.631864841356005e+00, 1.323345968437551e-01, -4.219667534091724e-01, 3.014109000000000e+05, 1.811109619278612e-03, 9.869174046689943e+02, 5.885706974003855e-01, 7.224908577312437e-02
1363, 4.845865296751437e-02, 1.794291160217923e-02, 2.626148917353511e+00, 2.081946298569240e-01, -6.335737224268919e-01, 3.014109000000000e+05, 2.496364829000499e-03, 8.334120561163182e+02, 5.919198790663827e-01, 5.881745703825210e-02
1364, 4.923683328541549e-02, 1.794291160223506e-02, 2.604056933729426e+00, 2.889518100391917e-01, -8.281855024274033e-01, 3.014109000000000e+05, 2.946791939221405e-03, 6.192851455445486e+02, 5.942225038294277e-01, 4.562632318613796e-02
1365, 5.009950913791401e-02, 1.794291160229696e-02, 2.563003441088691e+00, 3.586415671654412e-01, -9.759874826138414e-01, 3.014109000000001e+05, 3.301257933961103e-03, 4.166207578751378e+02, 5.953830751074722e-01, 3.406598956312225e-02
1366, 5.103011681556603e-02, 1.794291160236375e-02, 2.506029792694777e+00, 4.077268043185105e-01, -1.075207379547404e+00, 3.014109000000000e+05, 3.802496950116559e-03, 2.640013829089965e+02, 5.960224790613823e-01, 2.476565980389228e-02
1367, 5.200492176989943e-02, 1.794291160243369e-02, 2.436669606557706e+00, 4.364023521043473e-01, -1.144440067134610e+00, 3.014108999999999e+05, 4.686455825712199e-03, 1.664904297340052e+02, 5.967189164300638e-01, 1.771299203466804e-02
1368, 5.299507823015687e-02, 1.794291160250474e-02, 2.355749520946070e+00, 4.498016191228586e-01, -1.203948288862456e+00, 3.014108999999999e+05, 5.977500999761590e-03, 1.124689335889354e+02, 5.975325204682690e-01, 1.259279482403640e-02
1369, 5.396988318448388e-02, 1.794291160257469e-02, 2.264697018716960e+00, 4.519762785526896e-01, -1.264822864083382e+00, 3.014108999999998e+05, 6.694685280304722e-03, 8.683926036436876e+01, 5.982492811081231e-01, 8.976781317615378e-03
1370, 5.490049086212857e-02, 1.794291160264146e-02, 2.167781577029734e+00, 4.440515183165389e-01, -1.329801240601096e+00, 3.014108999999999e+05, 6.966459363134026e-03, 7.860623838992916e+01, 5.987267689936957e-01, 6.444805088009479e-03
1371, 5.576316671461946e-02, 1.794291160270336e-02, 2.070708731825067e+00, 4.257323788484073e-01, -1.397279171245649e+00, 3.014109000000000e+05, 7.064390295552548e-03, 8.222462117087373e+01, 5.989432351076874e-01, 4.677045935977418e-03
1372, 5.654134703251323e-02, 1.794291160275920e-02, 1.979664889717238e+00, 3.970209128719492e-01, -1.463971564666035e+00, 3.014108999999999e+05, 7.014384643228289e-03, 9.747048636231882e+01, 5.989405547312816e-01, 3.450786221510271e-03
1373, 5.722622109990502e-02, 1.794291160280834e-02, 1.900293729755968e+00, 3.590833864057506e-01, -1.525629904603527e+00, 3.014109000000000e+05, 6.640595469152328e-03, 1.303579578665262e+02, 5.987681905383969e-01, 2.612196171850086e-03
1374, 5.781602620648694e-02, 1.794291160285066e-02, 1.835982339974765e+00, 3.140670504550817e-01, -1.575841696867289e+00, 3.014108999999999e+05, 5.523787015333463e-03, 1.979287829083701e+02, 5.984515403608105e-01, 2.053595773957567e-03
1375, 5.831453267769687e-02, 1.794291160288643e-02, 1.786767743538403e+00, 2.643884493304225e-01, -1.604162020875496e+00, 3.014108999999998e+05, 3.974585605880944e-03, 3.371362472370193e+02, 5.980115690067516e-01, 1.698456769146534e-03
1376, 5.872924497788321e-02, 1.794291160291619e-02, 1.751374802767803e+00, 2.123740998753356e-01, -1.597753882158336e+00, 3.014108999999998e+05, 2.735235723587494e-03, 6.221644784050047e+02, 5.975239450907925e-01, 1.488437044225136e-03
1377, 5.906972122022755e-02, 1.794291160294062e-02, 1.728331632165765e+00, 1.603756141333538e-01, -1.545739785706170e+00, 3.014108999999998e+05, 1.795663360246823e-03, 1.247493727315762e+03, 5.970965380714160e-01, 1.375664679998611e-03
1378, 5.934623182064047e-02, 1.794291160296046e-02, 1.714813186775323e+00, 1.109492607837488e-01, -1.437656071142971e+00, 3.014109000000000e+05, 1.005917324937928e-03, 2.836906020425548e+03, 5.967981954425171e-01, 1.322940818640388e-03
1379, 5.956882081690435e-02, 1.794291160297644e-02, 1.706804224942882e+00, 6.659437603100268e-02, -1.254016532852839e+00, 3.014109000000000e+05, 4.029372904132533e-04, 7.466247507249640e+03, 5.966501994488139e-01, 1.303753177588730e-03
1380, 5.974673368005792e-02, 1.794291160298920e-02, 1.705726756936376e+00, 3.077028188631433e-02, -9.619490629374489e-01, 3.014109000000000e+05, 9.066772889480640e-05, 2.340635819265336e+04, 5.966708807136371e-01, 1.300653658467268e-03
1381, 5.988813090430056e-02, 1.794291160299935e-02, 1.703720884486310e+00, 5.579623324047277e-03, -5.372615909102121e-01, 3.014109000000000e+05, 7.704837981174246e-06, 1.023711224491468e+05, 5.967658953764154e-01, 1.302851167142351e-03
1382, 4.511186909569984e-02, 1.851704918620617e-02, 2.625508677694635e+00, 7.235519680647705e-05, 8.345269271073924e-03, 3.014109000000000e+05, 4.526155012468803e-08, 1.026460317059066e+05, 5.822427722312317e-01, 8.929080104592731e-02
1383, 4.525326631994309e-02, 1.851704918621884e-02, 2.625429333355543e+00, 4.644757768454735e-04, 1.559285436139647e-02, 3.014109000000000e+05, 6.157468137238012e-07, 2.391442169756643e+04, 5.823038885723366e-01, 8.903102753989139e-02
1384, 4.543117918309755e-02, 1.851704918623479e-02, 2.625281937857789e+00, 1.509762647311200e-03, 1.923844066109671e-02, 3.014109000000000e+05, 3.919299001686975e-06, 8.158713497713981e+03, 5.824529840804634e-01, 8.840911892065009e-02
1385, 4.565376817936278e-02, 1.851704918625474e-02, 2.624963781685154e+00, 3.987366744179166e-03, 1.501097578385998e-02, 3.014109000000000e+05, 1.693893554924773e-05, 3.492786280178223e+03, 5.827629412883027e-01, 8.716400406105068e-02
1386, 4.593027877977769e-02, 1.851704918627953e-02, 2.624528587666316e+00, 9.465921698884324e-03, -4.318148164165011e-03, 3.014109000000000e+05, 5.918550453728534e-05, 1.804694417860960e+03, 5.833583499256325e-01, 8.490744520350998e-02
1387, 4.627075502212442e-02, 1.851704918631005e-02, 2.624381746581677e+00, 2.093565806792464e-02, -5.066023744015318e-02, 3.014109000000000e+05, 1.826133650536824e-04, 1.191376362728226e+03, 5.844246894779871e-01, 8.115886152522919e-02
1388, 4.668546732231383e-02, 1.851704918634723e-02, 2.625607407099011e+00, 4.329067970882160e-02, -1.406311234443118e-01, 3.014109000000000e+05, 5.011299281296818e-04, 1.052338014372911e+03, 5.861843737308553e-01, 7.541590175268700e-02
1389, 4.718397379352805e-02, 1.851704918639191e-02, 2.628634439135623e+00, 8.234237360322305e-02, -2.873603241911929e-01, 3.014109000000000e+05, 1.109924317463429e-03, 1.064506906343394e+03, 5.887255873180155e-01, 6.738751070645504e-02
1390, 4.777377890011557e-02, 1.851704918644478e-02, 2.629765804679254e+00, 1.407489461113032e-01, -4.836985301417868e-01, 3.014109000000000e+05, 1.866698092127506e-03, 9.930618725522735e+02, 5.916929043758473e-01, 5.735222771822364e-02
1391, 4.845865296751397e-02, 1.851704918650617e-02, 2.621230517801415e+00, 2.129553125841356e-01, -6.953201982252318e-01, 3.014109000000000e+05, 2.484921355565113e-03, 8.026522819082975e+02, 5.942786864564390e-01, 4.632328603344514e-02
1392, 4.923683328541497e-02, 1.851704918657593e-02, 2.596643877157389e+00, 2.853506410938228e-01, -8.790702380356882e-01, 3.014109000000000e+05, 2.889366520476257e-03, 5.728999669277902e+02, 5.958384085514493e-01, 3.567568806091716e-02
1393, 5.009950913791339e-02, 1.851704918665326e-02, 2.555580134642946e+00, 3.438435805185373e-01, -1.010615504670427e+00, 3.014109000000000e+05, 3.242525070107579e-03, 3.723986450380854e+02, 5.964930099178444e-01, 2.647432272299622e-02
1394, 5.103011681556530e-02, 1.851704918673668e-02, 2.501796653974323e+00, 3.821163008981187e-01, -1.094950867316448e+00, 3.014109000000000e+05, 3.766907284868348e-03, 2.298998141094021e+02, 5.968902163040113e-01, 1.914635491180648e-02
1395, 5.200492176989861e-02, 1.851704918682406e-02, 2.437937804871471e+00, 4.025132406583077e-01, -1.153909402900011e+00, 3.014109000000000e+05, 4.652367940516933e-03, 1.430488963445419e+02, 5.974622469936381e-01, 1.363362514899909e-02
1396, 5.299507823015604e-02, 1.851704918691282e-02, 2.364140313469507e+00, 4.102347018478131e-01, -1.206754203061082e+00, 3.014109000000000e+05, 5.849837267183965e-03, 9.699027812340442e+01, 5.981372030447604e-01, 9.661757505252735e-03
1397, 5.396988318448315e-02, 1.851704918700020e-02, 2.282109072448983e+00, 4.083182002887225e-01, -1.262050676797631e+00, 3.014108999999998e+05, 6.423153436632164e-03, 7.629763448947169e+01, 5.986834149908912e-01, 6.871780092062300e-03
1398, 5.490049086212795e-02, 1.851704918708361e-02, 2.196515922289216e+00, 3.971921224906436e-01, -1.320721228566214e+00, 3.014108999999999e+05, 6.639272407649687e-03, 7.059034334430652e+01, 5.989950940324679e-01, 4.925362504051960e-03
1399, 5.576316671461895e-02, 1.851704918716094e-02, 2.113057368348855e+00, 3.765953649572108e-01, -1.380412297134624e+00, 3.014108999999999e+05, 6.696475612865300e-03, 7.541079444726088e+01, 5.990808372887925e-01, 3.571281718986908e-03
1400, 5.654134703251283e-02, 1.851704918723070e-02, 2.037387499461601e+00, 3.470256020729594e-01, -1.437832367756160e+00, 3.014109000000000e+05, 6.574979417661865e-03, 9.160955077274217e+01, 5.989966968332140e-01, 2.636014701905057e-03
1401, 5.722622109990472e-02, 1.851704918729209e-02, 1.973995571720752e+00, 3.101843044867180e-01, -1.489076440861077e+00, 3.014109000000000e+05, 6.050451008681884e-03, 1.267270497725835e+02, 5.987952343317173e-01, 2.000046212373817e-03
1402, 5.781602620648670e-02, 1.851704918734496e-02, 1.924434502540461e+00, 2.684189162182177e-01, -1.527900072474875e+00, 3.014108999999999e+05, 4.756672231082980e-03, 2.006960675931018e+02, 5.984937665486619e-01, 1.580154441189728e-03
1403, 5.831453267769671e-02, 1.851704918738965e-02, 1.887420264860014e+00, 2.239013104947556e-01, -1.543564400209943e+00, 3.014108999999999e+05, 3.395218045575729e-03, 3.544518626752838e+02, 5.981034186895143e-01, 1.317224136787320e-03
1404, 5.872924497788309e-02, 1.851704918742682e-02, 1.861347085338935e+00, 1.783363683954995e-01, -1.523140682113184e+00, 3.014108999999999e+05, 2.377154310105990e-03, 6.649749040997845e+02, 5.976906419612026e-01, 1.164725333331460e-03
1405, 5.906972122022748e-02, 1.851704918745735e-02, 1.844754920999400e+00, 1.334222561647285e-01, -1.456798700218929e+00, 3.014108999999999e+05, 1.575922414137262e-03, 1.329548277890469e+03, 5.973464125153964e-01, 1.084621625946520e-03
1406, 5.934623182064043e-02, 1.851704918748213e-02, 1.835177037975284e+00, 9.120490984744196e-02, -1.336034740109395e+00, 3.014109000000000e+05, 8.673961545126679e-04, 2.972201924667511e+03, 5.971220826774253e-01, 1.048207441682606e-03
1407, 5.956882081690432e-02, 1.851704918750208e-02, 1.829634784097785e+00, 5.386852347050381e-02, -1.145148493820241e+00, 3.014109000000000e+05, 3.328723778197345e-04, 7.642095164008174e+03, 5.970291358348200e-01, 1.035581322738444e-03
1408, 5.974673368005789e-02, 1.851704918751803e-02, 1.829472082832087e+00, 2.437815493549137e-02, -8.600431094114660e-01, 3.014109000000000e+05, 7.130621202454348e-05, 2.355012212569929e+04, 5.970721835577443e-01, 1.033971868120043e-03
1409, 5.988813090430055e-02, 1.851704918753070e-02, 1.828682041245463e+00, 4.360432162444711e-03, -4.694576196299379e-01, 3.014109000000000e+05, 5.895627694108091e-06, 1.024402500276957e+05, 5.971657030977227e-01, 1.035733199977035e-03
1410, 4.511186909569982e-02, 1.915497983972535e-02, 2.623739994422243e+00, 8.845132761328481e-05, 7.319333050846913e-03, 3.014109000000000e+05, 5.232322478370630e-08, 1.026490448926631e+05, 5.863578977726830e-01, 7.026845740723266e-02
1411, 4.525326631994309e-02, 1.915497983974187e-02, 2.623653087819113e+00, 5.701516360280136e-04, 1.284068264629830e-02, 3.014109000000000e+05, 7.118924623094485e-07, 2.392237154118107e+04, 5.864139514956057e-01, 7.004468528289440e-02
1412, 4.543117918309751e-02, 1.915497983976265e-02, 2.623525231679661e+00, 1.859937382519645e-03, 1.367504242860516e-02, 3.014109000000000e+05, 4.533363172533668e-06, 8.174146273336696e+03, 5.865502682263393e-01, 6.951045056013035e-02
1413, 4.565376817936272e-02, 1.915497983978865e-02, 2.623251487661432e+00, 4.879458522479756e-03, 4.862084768288965e-03, 3.014109000000000e+05, 1.962404790335135e-05, 3.520630203520016e+03, 5.868329100461054e-01, 6.844469649144534e-02
1414, 4.593027877977760e-02, 1.915497983982094e-02, 2.622935155534506e+00, 1.137403350748588e-02, -2.185592401133009e-02, 3.014109000000000e+05, 6.875784726774946e-05, 1.852787055331677e+03, 5.873739440743000e-01, 6.652636857286535e-02
1415, 4.627075502212430e-02, 1.915497983986071e-02, 2.623067532694597e+00, 2.448336155224940e-02, -7.943933182028097e-02, 3.014109000000000e+05, 2.113465443392363e-04, 1.262376000950451e+03, 5.883353646527671e-01, 6.337430834654392e-02
1416, 4.668546732231364e-02, 1.915497983990915e-02, 2.624650450216566e+00, 4.897185268720459e-02, -1.842893809359677e-01, 3.014109000000000e+05, 5.664085676121800e-04, 1.127832472651263e+03, 5.898963655147247e-01, 5.859589056846510e-02
1417, 4.718397379352781e-02, 1.915497983996737e-02, 2.627420923575613e+00, 8.972857258017457e-02, -3.459168604632004e-01, 3.014109000000000e+05, 1.195240362650393e-03, 1.106960964270358e+03, 5.920684359624526e-01, 5.201085803147274e-02
1418, 4.777377890011523e-02, 1.915497984003626e-02, 2.626811903979085e+00, 1.474728759625496e-01, -5.502901641400658e-01, 3.014109000000001e+05, 1.915100797002292e-03, 9.858284325914507e+02, 5.944396804339337e-01, 4.392678159363428e-02
1419, 4.845865296751352e-02, 1.915497984011626e-02, 2.615430627348831e+00, 2.147246874067947e-01, -7.579544725863444e-01, 3.014109000000001e+05, 2.468432360181020e-03, 7.615084416755925e+02, 5.962825558681383e-01, 3.521412601038142e-02
1420, 4.923683328541441e-02, 1.915497984020715e-02, 2.588866557969983e+00, 2.778324600405532e-01, -9.272854129681951e-01, 3.014109000000001e+05, 2.838916632236171e-03, 5.214756679824633e+02, 5.971777196438932e-01, 2.694848208539346e-02
1421, 5.009950913791270e-02, 1.915497984030791e-02, 2.548626083883303e+00, 3.251386092927027e-01, -1.040987893777489e+00, 3.014108999999999e+05, 3.200909614273230e-03, 3.272878460470506e+02, 5.974263333345985e-01, 1.989710978607775e-02
1422, 5.103011681556448e-02, 1.915497984041660e-02, 2.498687420680334e+00, 3.534850984656039e-01, -1.110752682254614e+00, 3.014109000000000e+05, 3.747844191179131e-03, 1.969405373915709e+02, 5.976489722442009e-01, 1.432973226668557e-02
1423, 5.200492176989768e-02, 1.915497984053045e-02, 2.440598688676849e+00, 3.667943557720187e-01, -1.160406630590534e+00, 3.014108999999999e+05, 4.618000918162897e-03, 1.213680486019996e+02, 5.981139240905088e-01, 1.017055429033700e-02
1424, 5.299507823015512e-02, 1.915497984064610e-02, 2.374061830267023e+00, 3.698609517841195e-01, -1.207160470856947e+00, 3.014108999999999e+05, 5.692964542917705e-03, 8.322291785667930e+01, 5.986460076813203e-01, 7.193677804044888e-03
1425, 5.396988318448234e-02, 1.915497984075996e-02, 2.301193371688206e+00, 3.646958897057613e-01, -1.256869429920538e+00, 3.014108999999998e+05, 6.148816526361213e-03, 6.704090931702736e+01, 5.990259374752809e-01, 5.110874517824816e-03
1426, 5.490049086212726e-02, 1.915497984086866e-02, 2.226832551953930e+00, 3.512766346083532e-01, -1.308984629056826e+00, 3.014108999999999e+05, 6.317815449277042e-03, 6.357105287220516e+01, 5.991904275026447e-01, 3.661289068712229e-03
1427, 5.576316671461838e-02, 1.915497984096941e-02, 2.156343070490409e+00, 3.295371643094281e-01, -1.360804956775922e+00, 3.014109000000000e+05, 6.331847136617697e-03, 6.955134451673727e+01, 5.991736997615686e-01, 2.655349474379796e-03
1428, 5.654134703251237e-02, 1.915497984106030e-02, 2.094546387121326e+00, 3.004208626627899e-01, -1.409329572856961e+00, 3.014108999999999e+05, 6.127924811601263e-03, 8.694545864246012e+01, 5.990394076707425e-01, 1.962907682746314e-03
1429, 5.722622109990438e-02, 1.915497984114029e-02, 2.044584143068720e+00, 2.659096982347268e-01, -1.451123939674111e+00, 3.014108999999998e+05, 5.425371575271251e-03, 1.249534572879958e+02, 5.988343980633903e-01, 1.494531428903903e-03
1430, 5.781602620648647e-02, 1.915497984120919e-02, 2.006560080905299e+00, 2.282547800937612e-01, -1.479954477020191e+00, 3.014108999999999e+05, 4.108950079904507e-03, 2.065946605329063e+02, 5.985615701432859e-01, 1.188391129927155e-03
1431, 5.831453267769654e-02, 1.915497984126741e-02, 1.978508034315589e+00, 1.891517310753655e-01, -1.484418272434180e+00, 3.014108999999999e+05, 2.951522412959645e-03, 3.764718285449378e+02, 5.982191019152046e-01, 9.999255000870302e-04
1432, 5.872924497788297e-02, 1.915497984131585e-02, 1.959016340135378e+00, 1.496722078596103e-01, -1.451314687031434e+00, 3.014108999999999e+05, 2.108688567614253e-03, 7.130606684669737e+02, 5.978668166972704e-01, 8.928890730175101e-04
1433, 5.906972122022740e-02, 1.915497984135561e-02, 1.946814389983931e+00, 1.110483887607800e-01, -1.371969252131988e+00, 3.014109000000000e+05, 1.403312598856217e-03, 1.413653893170954e+03, 5.975843362591516e-01, 8.380828167359578e-04
1434, 5.934623182064037e-02, 1.915497984138791e-02, 1.939892163486999e+00, 7.502761417511582e-02, -1.240152643122867e+00, 3.014109000000000e+05, 7.537115988183598e-04, 3.097990922756626e+03, 5.974130041469606e-01, 8.140637148598911e-04
1435, 5.956882081690429e-02, 1.915497984141391e-02, 1.936055945272510e+00, 4.360967729950719e-02, -1.044298650851021e+00, 3.014109000000000e+05, 2.765466943200277e-04, 7.788681807662268e+03, 5.973577065693420e-01, 8.063313987676600e-04
1436, 5.974673368005790e-02, 1.915497984143469e-02, 1.936472378049014e+00, 1.934658002579378e-02, -7.683369802002910e-01, 3.014109000000000e+05, 5.664059177435515e-05, 2.365791073974998e+04, 5.974123799925785e-01, 8.058142397652017e-04
1437, 5.988813090430056e-02, 1.915497984145120e-02, 1.936358903623003e+00, 3.418435861318882e-03, -4.106635160869102e-01, 3.014109000000000e+05, 4.578814692318615e-06, 1.024901889744719e+05, 5.974993224520984e-01, 8.072673678623331e-04
1438, 4.511186909569982e-02, 1.986379166935645e-02, 2.621448042541553e+00, 1.096863005093602e-04, 5.904949601171754e-03, 3.014109000000000e+05, 6.145111695834269e-08, 1.026531020241536e+05, 5.900628075108930e-01, 5.321468888086549e-02
1439, 4.525326631994305e-02, 1.986379166937555e-02, 2.621353665629669e+00, 7.042683817473909e-04, 9.068564268937249e-03, 3.014109000000000e+05, 8.361499373231232e-07, 2.393247621238089e+04, 5.901135787245133e-01, 5.302648408464318e-02
1440, 4.543117918309748e-02, 1.986379166939958e-02, 2.621246335417176e+00, 2.269469508863463e-03, 6.123420768982910e-03, 3.014109000000000e+05, 5.326445444968577e-06, 8.192786303824023e+03, 5.902366387213122e-01, 5.257885798857363e-02
